,text_token,toxic,severe_toxic,obscene,threat,insult,identity_hate
4831,myneneไอ ติม หี แห้ง อยู่ดี ชั้น ฮอตเว่อ สวย หุ่น ดี หี อวบ,0,0,1,0,0,0
4223,งาน หาดใหญ่ แบ ขาว สวย รัก นม เย็ด คู่สวิงกลิ๊ง ลูกค้า สนใจ สาม รถ นัด น้อง เบอร์ ห้อง เบอร์ ติดต่อ น้อง หา สนใจ แชท คะidnok,0,0,1,0,0,0
9820,วง ค่าย sm เด สำเร็จ หวัง วง ถาม เกลียด ค่าย,0,0,0,0,0,0
2106,นุ๊กธนดล รอย ยิ้ม สุข ป๊ายปายยยยยชัด อย่า แยก เค้า คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
2679,แม่ทัพ ฮั่วเช๋คภาพ กล้อง อาเฟย ถ่าย ระลึก เหนียว เหนี่ยว ดู พี่ ลำบาก ฉันlovelikethegalaxy ห้วงสมุทรลิขิตจันทราดาราจักรรักลานาใจอู๋เหล่ยleowuwulei吳,0,0,0,0,0,0
1387,หา นัด เรียว หญิง สัก ประชด ชาย เกย์ทัก ขอบ ล๊อค สาว สอง ทำ นม ตัว อะป่าวสาว สอง เชียงใหม่ สาว เสียบ เชียงใหม่,0,0,1,0,0,1
9094,ควาย ตัว ทำ ประเทศ ล่ม จม ชิบหาย ปี ตอน ปนี่ ปี อะ เสียดาย เวลา ชีวิต ม็อบ สิงหา,1,0,0,0,0,0
9830,เกลียดอีเอสเอ้ม หัวดอจิงอิสัส ตาราง งาน,1,0,0,0,0,0
7083,เตรียม งาน ศพ มิตรสหาย สอง ท่าน ตบ ท้าย กลาย สำนัก หมอ ผี จีอ็อตโต้ซัง หา วิธี สะเดาะ เคราะห์ วิญญาณ คับ เค้า รู้ คับ หน้า รุ่น ซัง กลาย,0,0,0,0,0,0
1279,สอง สาม สี้ก้อ ว่าง น้ำ แตกแลก ประสบการณ์ แยก จบ หญิง แท้แต่ จู๋เกย์ญิง ชาย กะ ปากช่อง นัดเย็ดนัดเย็ดปากช่องปากช่อง นัดเย็ดสวิงกิ้ง,0,0,1,0,0,0
804,nanoyไม่ กิน อ้วน กิน กลิ้ง,0,0,0,0,0,0
1555,ขอบคุณ ติดตาม ค้าบ หน้า ตอน ขอบคุณ คอย ติดตาม ผม น้าเกย์ อุดร,0,0,0,0,0,0
9656,คน ตอแหล คบ หรอก คบ คน ตอแหล เหมือน,1,0,0,0,0,0
4566,ร้านกิน รีสปารังสิตสวัสดี โอน จอง ลด บาท แอดไลน์ น้องเบล งาน ดี งาน ยอด นม ขาว ร้านกิน รีสปารังสิตสวัสดี,0,0,0,0,0,0
9840,เกลียด เสียง อะ,0,0,0,0,0,0
4841,สวิง ไหม ชวน สวิง สวิงหีมพ เชียงราย นัด เย็ดพะเยา นัด เจอ,0,0,1,0,0,0
3594,หาย น๊า เขิน ทวิตเบิ้ล ฟอง แก๊ส สมอง ไหล ววววไบเบิ้ลบิวbuildjakapan,0,0,0,0,0,0
6035,คลิป หลุด น้อง นา สาว คอส เพลย์ สุดฮอต ใส่ แว่น หน้า สด โดน แฟน หนุ่ม เย็ดสด,0,0,1,0,0,0
6852,พี่มาย ฝัน ดี ห่าง หาย ทวิต รัก บอกฝัน ดี พ้น มิด เทอม พี่มาย รู้ ตัว ไหม ตัว กำลังใจ คน นึง แรง ชีวิต นะรัก จุ้บ ดี พี่มาย พี่มาย หล่อ พี่มาย น่ารัก รัก ที่สุดmilephakphum,0,0,0,0,0,0
8705,อีเปรส ดัด จริต อี ห่า อี ชาติ เปรสอีแม่ พันธุ์ หมาอี สัสนรก อี เด็ก ดอก อีควาย,1,1,0,0,1,0
4177,ตอน โรง เรียน ตัว ตอ นม ต้น โรง เรียน เรียน เหมือน หุ่นยนต์ สุข เล่น ดนตรี เมทัล รู้สึก ตัว สัมภาษณ์ ทีม ข่าวเวิร์คพอยท์ ทูเดย์ workpointtoday,0,0,0,0,0,0
1308,ฟรีไซส์ ขยาย รูepการ์ตูน เกย์เกย์การ์ตูน โป๊ะโดจินthaidojinยสตนควยเกย์gaythaigayการ์ตูน โป๊ะเกย์ฟรีไซส์ ขยาย รู,0,0,1,0,0,0
3452,ความดีความ งาม กูเกิ้ล แปล แบ สนิท หมาย อินี่ อ่ะตุย สนิท เลยไบเบิ้ลบิว,0,0,0,0,0,0
3695,หัวควย รู้ กูเมารถ หา ข้าว กิน แดกไร มาม่า ไอ้ สัส,1,0,0,0,0,0
4242,วิน มอไซค์ แม่ง ชอบ ใส่ หมวก แย่ ว่ะ,0,0,0,0,0,0
2198,ผม ศรัทธา รัก คุย แซ่บ โชว์ xนุ๊กปายนุ๊กปาย,0,0,0,0,0,0
8966,อี หลอก ควาย,1,0,0,0,1,0
4425,เวลา กิน ชานมรกบ้าน ขนาด ใส่ แคป เซเลปชัด,0,0,0,0,0,0
6150,เย็ด ผม,0,0,1,0,0,0
943,pruk อ้วน ผอม ดูแล งาน สุขภาพ ตัว ตอน ทำ เวลา ว่าง,0,0,0,0,0,1
822,เงียนยากเลิยหิ สาวอ้วน,0,0,1,0,0,0
5005,หนัง โป้ ฟรีจร้า น้อง ลูก น้ำ สาว ฮอตดาวติ๊ก กแหก หี เก้าอี้ ผัว ไข่ สั่น แหย่ รู หี,0,0,1,0,0,0
6612,เรื่อง รีวิว ดี เบียว ฆ่า ตำนาน คน ทึ่ง ขุด พลัง เทคนิค หา ตัว อี สัด ฆ่า เหี้ย ตัว โลก สว่าง ขนาด เหมือน กุ อ่าน แฟน ตาซีปัญญา อ่อน แม่ง โลก เสมือน ตา กล้อง ภาพ สับสน เปล่า,0,0,0,0,0,0
8356,เอ กาก กุย้าย หนี,0,0,0,0,1,0
5619,คลิป หลุดฟรี โอนลี่ แฟน งาน เย็ด แจ่มอมควยบ๊วบ โดน จับเลีย หี ไข่ สั่น ดิลโด้ เล่น เสียว,0,0,1,0,0,0
4547,นม สวย,0,0,1,0,0,0
2538,คน โหด ยิ้ม แก้ม แตก อัตรา เมีย โทษ หน้า บาน หนุ่ม ทีม รอ สปอยล์ ดุจ รัก ห้วง ดารา พร่างพราย ห้วง สมุทรลิขิตจันทราดาราจักรรักลานำ ใจlovelikethegalaxy,0,0,0,0,0,0
5207,หัวควยชมพู ลำ ควย ทำ เค้า ใจนวย คน ดี ขา อม แง คลัง ลั่น,0,0,1,0,0,0
9684,เกลียด ค่าย แต่ดัน รัก ศลป ค่าย ชิบหาย,0,0,0,0,0,0
9173,อีควาย แก้ ทำ ไอ้ แม่ ย้อย,1,0,0,0,0,0
3054,พี่ หนุ่ม ซื้อ วุฒิ ศึกษา ระดับ ปริญญา ตรี เงิน หมื่น บาท คน หนี้ กยศ เงิน เรียน หลัก แสน เค้า หนี้ ทำ ซาก ซื้อ วุฒิ สมัคร งาน แบ ทุเรศ ผม เอาเปรียบ พี่น้อง คน ไทย ฐานะ ยากจน โหน กระแส,0,0,0,0,0,0
3675,ธรรมดา buildjakapanbeyourluvebsumonebiblewichapasbiblebuildไบเบิ้ลบิว,0,0,0,0,0,0
7776,ไอ่เหี้ยยยหลัง โกลแบ ทีม กุ ยิง ยิง จุด โทษ เก่ง,1,0,0,0,0,0
7218,อาโปหล่อ บ้า ตาย ฮือ อออkisfargerxmileapo,0,0,0,0,0,0
6722,สอง ด้อม ตี ชีวิต อะ ทะเลาะ เนต เว่อ นัด ตบ ซัก แมช บุญตา,0,0,0,0,0,0
3300,หมื่น วิว ประเด็น ร้อน ช่อง เล็กคน นิสัย อาเฮียปาก อ๋า แบ ผม เหมาะ ทำ ช่อง แบ ช่องyoutubeกาก พูดจา โง่ เหมือน บ้าน ผม ดาวtitanนาน โลก ทหาร เมีย สวโหน กระแส สาว หาวthreehow,0,0,0,0,0,0
3310,กด ลิงค์ กด รีทวิต สุ่มทักหา ดู คลิป เต็มทีเด็ด น้อง เจอ คลิ๊ก โหน กระแส,0,0,0,0,0,0
7221,แน่ใจ ตาย มั้ง ตอน ฉาง เกอ ตี หนุบหนับ คน ชอบ เรื่อง พี่ เม้น อ่าน ตลก เมนท์ ทำบรรากาศ พี่ปิด เจอ คน เหล่ยอ่ะ คู่ หลัก เรื่อง พี่รอ ดู น้อง จ้าว รัก เจ๋อ หยวน ชอบ บท โจวซือเย่,0,0,0,0,0,0
8519,ตัว เงิน เงิน เงิน โหวตรางวัล คู่จิ้น งาน กาก ตัว รางวัล จ้าง งาน อนาคต ด้วยซ้ำ,0,0,0,0,0,0
5954,หลุด คลิป เสียว ว่อน เน็ต น้อง แฟนร่านหี โดน แฟน พี่เย็ด จนแตดสั่น พี่ สมใจ ควย ซอย รัว ร้อง ซี้ด,0,0,1,0,0,0
832,ทวิต อ่ะ สาว อวบ สาว อ้วน ทัก ยfwbเชียงใหม่ นัดเย็ดเชียงใหม่ เย็ด สาว อวบอ้วน,0,0,1,0,0,0
3462,helloงาน ออนไลน์ ทำ หา ลูก ทีม ทำ ยอด เวลา นาที ทำ ชม อายุ ปี มือถือ เน็ต งาน กฏหมาย เงิน แพตฟอร์ม ทักมาbestkpopไบเบิ้ลบิวอิงล็อตshinee,0,0,0,0,0,0
7643,แบ ตาย ลูก รัก ชห,0,0,0,0,0,0
54,ดนตรี โชว์ กกกกกกกกะเทยมา มุง ด่วน เพลง เหมาะ เปิดตอน เดิน แบ,0,0,0,0,0,1
3451,คน ดีซอรี่ เขิน คำแปลbuildjakapanbsomebodyไบเบิ้ลบิว,0,0,0,0,0,0
6305,เพลง เทเช่อ ฆ่า กุไหม น้าปี ปลาย ปี ความทรงจำ ดิขอ เพลง ร้องไห้ มึ้ย,0,0,0,0,0,0
1481,ลอง ทอมเกย์ หญิง แท้ชาย แท้dm โดน เสียบ ทัก ขอนแก่น สาว สอง งู สาว สอง ขอนแก่น งาน ขอนแก่น,0,0,1,0,0,0
4873,คน หีว ตอน,0,0,0,0,0,0
8038,ปืน ยิง ลัคกี้,0,0,0,0,0,0
3335,โหน กระแส สค จัดฉาก ลาก หนุ่ม บ้าน กระทืบ ยับ แหก ตา ตำรวจ แจ้ง เท็จ บุกรุก โหน กระแส ช่อง กด ดู ตัว เต็ม,0,0,0,0,0,0
6016,หนัง โป้ ฟรีจร้า น้องชิปปี้คลิปเต็มเย็ด คู่ ขาคา ชุด เมด คอส เพลย์,0,0,1,0,0,0
4926,ควนยัด หี,0,0,1,0,0,0
5797,เลีย สาว สวย นม ห้อง เย็ดxx,0,0,1,0,0,0
10005,ตาย ตาย เกลียดscratch,0,0,0,0,0,0
5083,หีเมีย แดง ดี เย็ด น่าเลีย ผม,0,0,1,0,0,0
6645,แพน ข้อความ มาหา บรีฟ งาน ต่างนา ฆ่า คน ฆ่า คน ถ่ายเซลฟี่ หน้า แพน ดู อารมณ์ ดอท ฆ่า คน รังเกียจ ชะมัด ฆาตกร ต่อเนื่อง โหดเหี้ยม ปีศาจ,0,0,0,0,0,0
5490,หุ่น ดีควย ดีดี เลยbeaxqm,0,0,1,0,0,0
768,ปัญญา อ่อน เรื่อง เด็ก แฝด ชาย หญิง แต่งงาน แก้ เคล็ด เรื่อง เปรต แปลก,0,0,0,0,0,0
2065,ผม ทำ ทำ เพื่อน ผม คน ผม รัก สุขcr พี่นุ๊กธนดล สถานะ พี่ สอง คน รัก เหมือน เดิม รัก สอง คน คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
10125,คน เค้า ชอบ แฟน คลับ ทำ นิสัย ดี ใส่ เค้า แฟน คลับ พิณา ตัว ระราน บ้าน เค้า เปล่า คน เค้า เกลียด เกลียด แฟน คลับ ตัว เกี่ยว คน เกี่ยว ศิลปิน,0,0,0,0,0,0
7311,จะตาย เหงา วะ จริ,0,0,0,0,0,0
8477,กรี ผี กีก่กากากกาก,0,0,0,0,0,0
4524,venom โกโก้ชาเย็นชานม น้ำเงิน ดำ ชมพู,0,0,0,0,0,0
2717,อื้อ หือ ออหลิงปู้อี๋ดาราจักรรักลานาใจ ห้วง สมุทรลิขิตจันทราlovelikethegalaxyอู๋เหล่ยwulei吴,0,0,0,0,0,0
2079,รัก ดี รัก นุ๊กปาย คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
8914,สอบ เคมี เหมือน ควาย ดีใจ,0,0,0,0,0,0
951,อ้วน,0,0,0,0,0,1
8058,แจก แจก ฟรี เล่น ถอน แจก แจก ฟรี เล่น ถอน เล่น สล็อต ยิง ปลา ห้าม ซื้อ ฟรีสปิน เครดิต ฟรี เครดิต ฟรี ฝาก เครดิต ฟรี ฝาก แชร์ เครดิต ฟรี,0,0,0,0,0,0
2482,ดู ดาราจักร รัก ลำนำ ใจ จบ แน้ว อีพี สุดท้าย เบียว จบ ดี ชอบ คาร์ ท่าน ย่าเต้ ฮองเฮาเยว่ เรื่อง ซีรีส์ เรื่อง ดี สำหรับ ปี ชอบ คน ชอบ ซีน แม่ ร้องไห้ ขอโทษ,0,0,0,0,0,0
1759,อารมณ์ ใจ สระบุรี โสดเกย์,0,0,0,0,0,0
4422,เดา นมเตย,0,0,0,0,0,0
6704,ตบ หัว ลูบ ตบ ลูบ หัว,0,0,0,0,0,0
5182,ดูควย ไหม ดู กด ติดตาม ทัก แชท,0,0,1,0,0,0
8533,เกนชิน หยุด กาก ใส่ คน รีบ อยุ่เจอ บัคเปนสิบ,0,0,0,0,1,0
3701,รี ล่า ผชมัน สาระ แนกระทั่ง ขน ลับ ผญ เนอะ ควย ชอบ แทน,1,0,0,0,1,0
4243,นม สวย,0,0,1,0,0,0
688,ฮาว ทู เลิก คน ใจอ่อน ปัญญาอ่อน,0,0,0,0,0,0
3432,getwellsoonนะยัยก๊อง แก๊ง getwellbuildbuildjakapanbuildurluveไบเบิ้ลบิว,0,0,0,0,0,0
4944,คลิป โป้ บ้าน ฝรั่ง เซ็กส์ แบ ซาดิสมัด มือเย็ดควย ขย่มกระดอตั้ง กล้อง ถ่าย ตอน ขี่ควยโยกเย็ด เพลิน น้ำ ว่าว ไหลถลัก เต็ม รู หี น้ำเงี่ยน อุ่น เต็มช่อง คลอด,0,0,1,0,0,0
966,สาว อ้วน พุนพิน สนใจ ทัก สอบถาม รายละเอียด,0,0,0,0,0,0
9654,ตอแหลอีดอก,1,0,0,0,1,0
2713,อู๋เหล่ยเวย ป๋อ อัปเดตฮั่วอู๋ซางเวอร์ชั่นชาย แดน ดาราจักรรักลานาใจ ดุจ รัก ห้วง ดารา พร่างพราย ห้วง สมุทรลิขิตจันทรา吴 wulei,0,0,0,0,0,0
4757,หี น่าเลีย,0,0,1,0,0,0
9715,เกลียด กุ เหยียบ บอ แย่ อ่ะ พรุ่ง กุก้เสด ไล่กุ,0,0,0,0,0,0
6320,สรุป ดูเปาบุ้นจิ้นมา ปี จั่นเจาแม่ง ล้มเจ้า เวลา เดี๋ยว ขู่ ฆ่า ห้อง เต้ ขู่ พระพันปี เดี๋ยว ด่า ฮ่องเต้ ทรราช เดี๋ยว เวลา ฮ่องเต้ เปี้ยวตีนสุด ท่าน เปา โอ๋ ฮ่องเต้ ทำ ทำ ส้น ตีน หนัก เสื้อ ฮ่องเต้ ตี ชอบ ฮ่องเต้ ทำ ผิดโทษ สามัญ,0,0,0,0,0,0
5975,เจอ ตูด แบ เย็ด เลีย ล่ะ,0,0,1,0,0,0
3572,กำลังใจ เต็ม ขนาด รีบ หาย ไว biblebuildไบเบิ้ลบิว,0,0,0,0,0,0
5299,อมควย รู แนว หลอก ชาย ดู คลิป เต็ม jointhegroup,0,0,1,0,0,0
1990,โอ๊ย หน้า อิพ่อขิงม๊าก กกอ่ะ คุยแซ่บ โชว์ xนุ๊กปายนุ๊กปาย,0,0,0,0,0,0
1205,พี่อัสงอแง เรื่อง โพสรูป อย่า โพส ตัด หน้า ยัย อัส เอ็นดู งอแว อ้วน กิน หยุด,0,0,0,0,0,0
4971,เด็ด ลอง เช็ค รีวิว หน้า ทวิตเตอร์ กล้อง คอลเสียวไลน์kawoatหรือสแกนคิวอาร์โค้ด โชว์ นมหุ่น หน้า คราง เสียว หี เบ็ด บาท เงิน โกง กล้อง คอลเสียว กล้อง เสียว กล้อง คลอเสียว,0,0,1,0,0,0
9897,เกลียด บรูโน่ สนใจ หรอก จ่าย เงิน แท็ก อ่าน หรอก ไร้ สาระ,0,0,0,0,0,0
6783,รันวงการ มือ ตบ ตบ เว่อ,0,0,0,0,0,0
3600,ทวิตเตอร์ แปล ดี มักกกกไบเบิ้ลบิว,0,0,0,0,0,0
6490,รุม ข่มขืน ฆ่า น้อก ตาย ยา,0,0,0,0,0,0
8609,เวลา นอน เฟ้ย กาก รีบ นอน,1,0,0,0,0,0
10154,oriฮินะ gt โทโอรุ ดู อันตราย นา จ้องไกลนน่า กลัว บ๊อก— เกลียด ฟีล คุย ดี สัก ต่วยgt อุชิโอะ สม ล่ะ สาวฮอต ทีม เชียร์ ดี แน่ เหมือน คุณนางเงือก,0,0,0,0,0,0
8070,แจก แจก ฟรี เล่น ถอน แจก แจก ฟรี เล่น ถอน เล่น สล็อต ยิง ปลา ห้าม ซื้อ ฟรีสปิน เครดิต ฟรี เครดิต ฟรี ฝาก เครดิต ฟรี ฝาก แชร์ เครดิต ฟรี,0,0,0,0,0,0
8577,aroiบัด ไอ้ กาก ทวิต หนี,0,0,0,0,0,0
7973,น้อง แพน หัว โยก หัว โยก โดน ดิตโตะ ยิง,0,0,0,0,0,0
1625,ฝาก ติดตาม คับ ทวิต ลพบุรีเกย์,0,0,0,0,0,0
536,ไอ้ ประเทศ ปัญญา อ่อน ชื่อ ลูกลิเก เฟื้อย คลั่ง บาลีสันสกฤตวณัฐวรริฐถุลจรุลสวะอัฐอิสรวรกานรรรรรรรถมรุขวหิระสลวิรยะวกนกวหงหวควย โง่ คน ประเทศเหี้ย เก่ง เรื่อง โง่ สม ประเทศ ด้อย พัฒนากะลาแลนด์ คน โง่ โง่ เสือก จองหองจองหอง โง่ แหล่ว,1,0,0,0,1,0
8766,ควาย,0,0,0,0,0,0
7970,เค้า ยิง ยิง,0,0,0,0,0,0
4212,คัน นม แง้,0,0,0,0,0,0
6456,กุ ฆ่า,0,0,0,1,0,0
3507,อิกูเกิ้ล ทำ ดี ชิปเปอร์ สมอง ไหล กรี๊ดดดไบเบิ้ลบิว,0,0,0,0,0,0
8393,โถ่ อิควาย ล่มหลาย ชม กาก ทรู ล่ม,1,0,0,0,1,0
7112,แบต บวม ทำ,0,0,0,0,0,0
2708,หลิงปู้อี๋ ท่าน ร้าย ท่าน ทำ ชอบ ท่าน ชอบ ท่าน เซ่าซาง ขี้ เซ่า ชอบ ผม ลุงลัง โดน ใจ อู๋เหล่ยwuleiดาราจักรรักลานาใจ,0,0,0,0,0,0
5031,ดมหี คัพ,0,0,1,0,0,0
6514,เจ็บ คอ อย่า หา ยา ฆ่า เชื้อ,0,0,0,0,0,0
4662,แม่ย่า ม๊ากุบินมส ร้อง เพลง ยูนิตอ รก เพลง สาม อิดอก ค่ายเหี้ย อุบาด,0,0,0,0,0,0
4021,รำคาญ อะไอเหี้ย ควย ชอบ ส่องสตอรี่ กูจัง ทำไใกู อี เด็ก เปรต,1,0,0,0,0,0
1854,ปาย เวที นุ๊กธนดล ปาย คอย ซัพพอร์ต ปาย เวที นุ๊กธนดล ปาย คอย ซัพพอร์ต crป๊ายปายโอริ โอ้นุ๊กปายป๊ายปายโอริโอ้ คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
9592,ขนาด ไบเบิ้ลยอดเอนเกจ อันดับ เดือน ติ่ง คู่ ยอด เอนเกจ แดก ไหม แกล้ง ถาม แม่ ดู ลูก ตอแหล กด รู้สึก เชียร์,1,0,0,0,1,0
2872,ขยาย เหมือน แซะ คน เหมือน อ่ะ ดาว อังคาร รู้ วงการ เรื่อง รู้หรอ ดิวอริสรา,0,0,0,0,0,0
3030,จ้าง ลุง เที่ยว ครับlineoniลุง เช่า แม่สอด เช่า ลุง เช่า ลุงเช่า ลุง แม่สอด เช่า ลุง แม่สอด ลุง เช่า แม่สอด เพื่อน เที่ยว เพื่อน เที่ยว แม่ สอด นายก เถื่อน โหน กระแสอิง ฟ้า มหาชน ปี ไอ้ สัสอิงฟ้า มหาชน,0,0,0,0,0,0
1645,เงี่ยนนเกย์เกย์รับ เกย์ รุก นัด เย็ด กรุงเทพนัดเย็ดปิ่นเกล้า,0,0,1,0,0,0
3417,เทศบาลนครภูเก็ต ประชุม สภาเทศบาลนครภูเก็ต สามัญสมัย ประจำ ปี ญัญติ เสนอ ประชุมญัญติ พิจารณา ร่าง เทศ บัญญัติ งบ จ่าย ประจำ ปี งบ พศ เรื่อง อื่นradiothaiphuketprdสวทภูเก็ตprdexpophuketthailandโควิดโหน กระแส,0,0,0,0,0,0
3476,buildwanttolovebiblewanttobelovedไบเบิ้ลบิวbiblebuild,0,0,0,0,0,0
9722,เกลียดโม้เม้น ห้อง สอบ นึก ทำ กี้ด,0,0,0,0,0,0
1792,เสียง น้อง ชัดเจน คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
3797,only เมีย พี่ พี่เงี่ยน ดูดควย พี่ เดี่ยว พี่ เย็ด บ้านepi,0,0,1,0,0,0
3368,พยาน เสียง สั่นแล้ว สงสาร พยาน ชิบหาย แปลง ใด ใด พธก จี้ พยาน ตอบ พยาน เงียบ ถาม เอ เอ กังวล โอ๊ย กังวล ฟัง กังวล แทน โหน กระแส,0,0,0,0,0,0
7196,ตาย แร้วกุ,0,0,0,0,0,0
9812,ทำ บ้าน หลัก ขวา ดี ท้อ เกลียด โหลด แดง โคตร ฮื้อ,0,0,0,0,0,0
5109,ด้อมกู รุ่น พี่ปาก หี โดน รุม ด่า จอย,0,0,1,0,0,0
6024,เย็ด,0,0,1,0,0,0
8795,รู้ มนุษย์ idiot สังคม disgustingขนาดไหน ผม เลิก เชื่อquoteควายซีรีส์ หนัง ชี้นำ สังคมสั่ว เพลง ปลุกใจ น้ำล้าง ตีน ผม โลก ดี,1,0,0,0,0,0
9460,ตอ แหล,0,0,0,0,1,0
126,กุกรี้ด เหมือน กะเทย อะ,0,0,0,0,0,1
5959,เย็ด ดู,0,0,1,0,0,0
3876,อย่า มั่นควย หญิง คน ทำ ชาย,1,0,0,0,0,0
4451,สงสัย นม จีน ผสม ปาวรึนม ไทย ลืม ใส่ เนเน่,0,0,0,0,0,0
7147,แวบ หนู ปักเคอแพทเคอแพท แน่ หน้า ทล เหิง แพท เอ้า หรอ ซูม รอบ ก้ หน้า เหมือน ก้ แบ เอ้ะ ตบตี หัว,0,0,0,0,0,0
3531,photocardseteaขาย เซ็ต เซ็ตราคา บาท หน้า งาน kinnporschetheseriesตลาดนัดคินน์พอร์ชตลาด นัดkinnporschemileapoapocolleaguesไบเบิ้ลบิวบาสจ๊อบbuildurluvebuildjakapanbiblebuild,0,0,0,0,0,0
827,sajoiosagebettyเจอมะ คืน หา น้อง ตัว ผอมโซ ออน เซ็น อ้วน อันนา แบ ลำบาก แน่ ถ่าย รูป น้อง เล่น แปปเดียว กรง เจอ เพื่อน อุลตร้า กัด แยก,0,0,0,0,0,0
7790,น้องโอมกวนมาก ยิง มุก เก่ง แงtheadventureplusepohmpawat,0,0,0,0,0,0
984,ไอ้ อ้วน,1,0,0,0,0,1
7783,เวลา เล่น แทร็กเทรนแทร็ก เล่น แทร็ก ยิง เดี่ยว วลี อะ,0,0,0,0,0,0
2443,แง จบ ดาราจักร รัก ลำนำ ใจ ห้วง สมุทรลิขิตจันทรา,0,0,0,0,0,0
8554,เน็ต bb กาก กาก หัว ร้อน,0,0,0,0,1,0
345,เกมท์ ว่ะ ถาม ปัญญาอ่อน บ้าบอ,1,0,0,0,0,0
814,นม อ้วน,0,0,1,0,0,0
6166,ดิคับ เย็ด,0,0,1,0,0,0
5779,ลอง เค้า ไหม เดี๋ยว เย็ด คืน,0,0,1,0,0,0
2116,ปาย รอย ยิ้ม ปาย นุ๊ก คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
793,ระวัง ตัว หมู อ้วน ใส่ บาตร พระ เจ้าของ อย่า ลืม ตรวจ ดัน เบาหวาน ไขมัน มะเร็ง ปาก ปากมดลูก,0,0,0,0,0,0
6898,อ่าน ลอง สงสัย ชีวิต ทวิต รัก ประสาท จิต อิควย,1,0,0,0,1,0
2674,ชอบ ชอบ ชอบ รัก หวีด ชอบ ดู วิจารณ์ พาดพิง ชู สอง นิ้ว แปล สู้ หมาย สันติ ชอบ สงบ ชอบ รัก สบายใจ ดาราจักรรักลานาใจ ห้วง สมุทรลิขิตจันทราอู๋ลู่ จ้าว ลู่ ชื่อ อู่เหล่ย,0,0,0,0,0,0
94,ปาก สาว สอง งู สาว สอง งาน สาว เสียบ สาว เสียบ ชาย สาว สอง นัด เย็ด สาว สอง กะเทย งาน กะเทย,0,0,1,0,0,0
4225,ปก นม อม สด จ่าย หน้า งาน ว่าง ทัก idvb งาน แพร่ งาน แพร่,0,0,1,0,0,0
3756,สนิท ขี่ รถ หน้า บ้าน ควย ซัก พัก ไลน์ เพื่อน สนิท ควยควยควย กด อ่าน ตอบ สงคราม ประสาท ใส่ เลิก คบแม่ง ตอน คน เหี้ย ชีวิต เสมอ เพื่อน,1,0,0,0,0,0
2891,ดิวอริสรา แปลง ร่าง เป็นscarletwitchสวยเป๊ะ เหมือน คน คลอด ลูกamarintvอมรินทร์ ทีวีเอชดี ช่องamarinnews ข่าว บันเทิง ดิวอริสราscarletwitch,0,0,0,0,0,0
2371,เลอทัก มาเลออดาราจักรรักลานา ใจbigmouthepdisneyplushotstaridหารดิสนีย์หาร disneyplusราคา หลาน รัฐมนตรี มอมยา ข่มขืน bnk,0,0,0,0,0,0
9554,ฮื้อ ไหร่ ยิ้ม รปภ ตอแหล หรอมรรยาท พื้นฐาน หัวหน้า น้ำใจ หยิบ ยื่น ง่ะ,0,0,0,0,0,0
3228,หา งาน ทำ ไหม ต่ำ เงิน ธนาคาร ตรงงาน กฎหมาย จำกัด อายุ ทำ ชม สนใจ รีเดมมานะ โป๊ป ไอซ์ พรี มายา โหน กระแส งาน ออนไลน์ หา งาน ออนไลน์ ฟรี หา เงิน บัญชี เรียน ศึกษา เสริม ปาทู รีทวิต,0,0,0,0,0,0
7863,รอ ดูโอม ตา ยิง ธนูแร้ว ค้าบบบคะแน เต็ม ร้อยยจิงมั้ย ยยtheadventureplusep,0,0,0,0,0,0
6359,กุ ล่ะ ชอบ มิคา สะ ลี ไว ไอ่ เตี้ย แจน ถาม เอเรน ฆ่า มิคา สะฟรอนาง ตอบ ป่าวเอเรน ตบ แมลงวัน กุหัวบ่คืน,0,0,0,0,0,0
9362,สวย ชม ผม ผม ชม ผม ตอ แหล,0,0,0,0,0,0
7326,เมืองไทย เทรนด์ แท็ก ลูก โมง เช้า พระ ตื่น ดู พระอาทิตย์ ดึก สู้ ตาย ตื่น เช้า แม่เครียด,0,0,0,0,0,0
6028,พี่บีม เมีย รุ่น พี่ เต้น นม เด้ง ยั่ว ควย ขนาด ตอน ขย่มควย นม เด้ง ยั่ว บีบ ดูด เล่น ขนาด เย็ด มันควย นม เด้ง ลูก,0,0,1,0,0,0
1865,รัก งัย รัก รอย ยิ้ม ฉลาม คุย แซ่บ โชว์ xนุ๊กปายนุ๊กปายนุ๊กธนดล,0,0,0,0,0,0
4612,ผิว สวย หวาน บำรุง สิเนอะน้ำ มะเขือเทศ นม เปรี้ยว สัปปะรด สมุนไพร หญ้ารีแพร์ นวด สถานที่ ห้อง รังสิต เดินทาง หา ไอดี หน้า คลิก แอดไลน์ นวด สถานที่ นวด รังสิต นวด ลำ ลูก กา นวด สาย ไหม,0,0,0,0,0,0
